 method;n_elements;time
 matmul();         100 ;  1.311302185058594E-006
 nested loops;         100 ;  1.096725463867187E-006
 numpy;         100 ;  1.549005508422852E-004
 matmul();        2500 ;  5.619525909423828E-005
 nested loops;        2500 ;  4.329681396484375E-005
 numpy;        2500 ;  8.118152618408203E-005
 matmul();       10000 ;  2.434968948364258E-004
 nested loops;       10000 ;  2.289056777954102E-004
 numpy;       10000 ;  3.700017929077149E-004
