 method;n_elements;time
 matmul();         100 ;  1.311302185058594E-006
 nested loops;         100 ;  1.192092895507812E-006
 numpy;         100 ;  1.516103744506836E-004
 matmul();        2500 ;  5.149841308593750E-005
 nested loops;        2500 ;  4.329681396484375E-005
 numpy;        2500 ;  8.230209350585937E-005
 matmul();       10000 ;  2.441167831420898E-004
 nested loops;       10000 ;  2.260923385620117E-004
 numpy;       10000 ;  3.675937652587891E-004
