 method;n_elements;time
 matmul();         100 ;   0.0000000000000000     
 nested loops;         100 ;   0.0000000000000000     
 numpy;         100 ;   1.9990056753158570E-004
 matmul();        2500 ;   9.9998712539672854E-005
 nested loops;        2500 ;   3.0000060796737672E-004
 numpy;        2500 ;   6.4989998936653137E-003
 matmul();       10000 ;   4.1994005441665649E-003
 nested loops;       10000 ;   8.4987014532089226E-003
 numpy;       10000 ;   1.7997026443481445E-003
