 method;n_elements;time
 matmul();         100 ;   2.0790100097656251E-005
 nested loops;         100 ;   8.1062316894531248E-007
 numpy;         100 ;   2.3257970809936524E-003
 matmul();        2500 ;   9.8395347595214841E-005
 nested loops;        2500 ;   2.4890899658203125E-004
 numpy;        2500 ;   1.0587930679321288E-003
 matmul();       10000 ;   3.8080215454101564E-004
 nested loops;       10000 ;   1.0798931121826171E-003
 numpy;       10000 ;   2.5758743286132815E-004
