 method;n_elements;time
 matmul();         100 ;   1.0967254638671874E-006
 nested loops;         100 ;   1.3113021850585938E-006
 numpy;         100 ;   1.5515804290771485E-003
 matmul();        2500 ;   1.1141300201416016E-004
 nested loops;        2500 ;   2.4671554565429686E-004
 numpy;        2500 ;   1.1595010757446289E-003
 matmul();       10000 ;   2.8691291809082033E-004
 nested loops;       10000 ;   1.1276006698608398E-003
 numpy;       10000 ;   1.9271373748779296E-004
